architecture,run,trial,val_acc,test_acc,train_seed,lr,lr_decay,weight_decay,selected_by_val,selected_by_test
MLP-Giant,1,2,72.63,72.79,1360869286,0.045055381656466685,0.3265400610176691,0.003023018820128076,False,False
MLP-Giant,1,3,81.61,82.48,1752733246,0.030686054916261026,0.238281041067367,2.768885441596455e-05,False,False
MLP-Giant,1,4,76.99,77.81,62529003,0.008918583217612155,0.3483781382123799,0.0032408860259490425,False,False
MLP-Giant,1,5,78.22,78.08,2040615803,0.0140743509455487,0.0,1.0201635252067669e-05,False,False
MLP-Giant,1,6,65.03,65.3,1497680588,0.0001391580267921977,0.16904108329125336,0.00037935238740672406,False,False
MLP-Giant,1,7,64.8,64.34,659412832,0.00011487847650951978,0.2932099259439125,0.0010391502219022557,False,False
MLP-Giant,1,8,81.28,80.98,2087553092,0.014925647864242124,0.2127687245102361,0.0007463521192803646,False,False
MLP-Giant,1,9,84.45,84.97,347799425,0.041288727524125324,0.3156586860917501,0.00012533063731925775,True,True
MLP-Giant,1,10,71.67,72.14,1245019540,0.0018410939366440336,0.0,0.008181559794685475,False,False
MLP-Giant,1,11,72.12,72.36,106674899,0.0002861658568218165,0.11488801876268656,4.191251576023325e-05,False,False
MLP-Giant,1,12,82.0,82.45,1793129388,0.004017488898246522,0.470363757964906,8.92234857891435e-06,False,False
MLP-Giant,1,13,56.93,56.88,279308477,0.03382930263673656,0.0,0.00274381198325742,False,False
MLP-Giant,1,14,68.07,68.66,740417048,0.00037494502259355426,0.10403601369759177,0.005665557364040239,False,False
MLP-Giant,1,15,81.84,82.58,115752028,0.005396351064389634,0.29444559359979383,2.08203171165952e-06,False,False
MLP-Giant,1,16,80.74,80.67,1971125919,0.0031147718269154646,0.11037940993226959,0.0015971844805740942,False,False
MLP-Giant,1,17,77.04,76.55,906678832,0.0008080849359816095,0.17297278919115794,0.0017618210370662444,False,False
MLP-Giant,1,18,75.68,75.58,1114224295,0.0004483659881135173,0.0,1.1494131444703304e-05,False,False
MLP-Giant,1,19,83.12,83.06,789798101,0.0037306923848877205,0.27525866883982675,2.056662858625084e-05,False,False
MLP-Giant,1,20,81.53,80.98,1884022962,0.03235375471866127,0.3283659622119969,0.0006968531006898585,False,False
MLP-Giant,1,21,79.77,80.26,1537986035,0.01132953496713431,0.19666071966832938,2.663961236639233e-06,False,False
MLP-Giant,1,22,80.95,80.58,370670297,0.035346316513016285,0.0,1.8166313962884437e-05,False,False
MLP-Giant,1,23,75.65,75.64,1230134408,0.00044873915509535244,0.0,3.7311901091993424e-06,False,False
MLP-Giant,1,24,73.11,73.63,1593216626,0.001760764138451484,0.41128179791321146,0.007939774110135913,False,False
MLP-Giant,1,25,69.89,70.76,820554009,0.00021690734000860015,0.23044627205995605,2.5923790000110614e-06,False,False
MLP-Giant,1,26,81.04,80.74,1721232061,0.05108988887233957,0.10371798679574018,4.579614306117178e-05,False,False
MLP-Giant,1,27,74.2,74.57,142176599,0.0004140300829422972,0.1542237843122897,0.00014354552922187349,False,False
MLP-Giant,1,28,74.09,73.82,1351944109,0.000658028224618012,0.0,0.006657928429115097,False,False
MLP-Giant,1,29,80.73,80.93,22206308,0.0017759854621998265,0.15612817564375406,0.00030089456273899484,False,False
MLP-Giant,1,30,82.38,82.65,880467278,0.022703006667677852,0.21490092044617062,0.00012482858345302039,False,False
MLP-Giant,1,31,61.58,62.15,1524923824,0.053435808533694035,0.3987791886619555,0.007431832053385515,False,False
MLP-Giant,1,32,79.21,79.61,753915111,0.0018627163255810237,0.4671808753959896,0.0013574424309427248,False,False
MLP-Giant,1,33,78.24,77.67,872704667,0.012095184157127585,0.0,2.215088537094391e-05,False,False
MLP-Giant,1,34,69.49,70.02,261116227,0.027608822762188165,0.0,0.0009232782736429423,False,False
MLP-Giant,1,35,76.33,76.37,1901148252,0.0008008358835901177,0.38360119334397413,0.00013196177085378466,False,False
