architecture,run,trial,val_acc,test_acc,train_seed,lr,lr_decay,weight_decay,selected_by_val,selected_by_test
MLP-Giant,4,34,58.06,58.67,22318800,0.048036353236712494,0.0,0.0017065177350223872,False,False
MLP-Giant,4,35,76.11,76.63,1364223662,0.0005505177184619616,0.24197010726465806,1.0288847820349093e-05,False,False
MLP-Giant,4,36,65.56,65.55,1912494813,0.00014638510528744328,0.2527789285240979,0.0014619903516244303,False,False
MLP-Giant,4,37,70.98,70.57,897026900,0.0001399424243661989,0.0,0.00045126641404691576,False,False
MLP-Giant,4,38,65.98,66.66,1370059956,0.00011216332861964723,0.47058314670801515,4.547564764858803e-05,False,False
MLP-Giant,4,39,79.49,79.93,1656562734,0.0012693455377792288,0.0,0.0002564019801240768,False,False
MLP-Giant,4,40,79.38,79.29,704149998,0.017209234297458312,0.16843041881832416,0.0021280014074695824,False,False
MLP-Giant,4,41,78.29,78.28,1076476525,0.0804538027356412,0.1411668772428465,8.360122741878803e-06,False,False
MLP-Giant,4,42,72.59,72.6,1928131636,0.00012690664381922963,0.0,1.6021927400277387e-05,False,False
MLP-Giant,4,43,81.14,81.37,1867818899,0.010763974212560364,0.15013254717276553,0.0007108986987924885,False,False
MLP-Giant,4,44,64.92,63.94,624414526,0.0001215649900446531,0.10557567045854109,0.0005965759514830977,False,False
MLP-Giant,4,45,74.54,74.54,787988243,0.00037054586106107873,0.31636298721012396,8.45623485648799e-05,False,False
MLP-Giant,4,46,80.06,79.72,2077921539,0.010838516664216064,0.22741915716855948,0.0018914803980497846,False,False
MLP-Giant,4,47,82.41,82.98,1193067217,0.005749659117782791,0.15678898366416527,3.1061374893257157e-06,False,False
MLP-Giant,4,48,68.53,67.79,737915964,0.00010162559385335868,0.0,0.00043181858871276917,False,False
MLP-Giant,4,49,74.4,74.35,318671218,0.00039077964565694675,0.0,2.0354532194200735e-05,False,False
MLP-Giant,4,50,82.44,82.85,989934683,0.06491725730372697,0.377552848137441,3.3938290082802586e-05,False,False
MLP-Giant,4,51,64.99,65.17,1017483983,0.00012804994118188873,0.11995134801501087,2.7851845956053995e-05,False,False
MLP-Giant,4,52,80.96,81.37,1848366881,0.003074888752104087,0.31417362899020057,0.0005850931176858589,False,False
MLP-Giant,4,53,77.04,77.19,906100808,0.0008126007361431955,0.25761809805445574,1.7909056363808239e-06,False,False
MLP-Giant,4,54,72.62,72.28,1298674815,0.007320618308366917,0.13685305855673296,0.007784494872421197,False,False
MLP-Giant,4,55,79.41,79.37,464147874,0.02065265561851681,0.0,0.00013172165847170827,False,False
MLP-Giant,4,56,76.23,76.72,975785281,0.03431434145881722,0.0,0.00019288916423832828,False,False
MLP-Giant,4,57,73.86,73.64,1838097241,0.0024741423986331377,0.3052077160297182,0.006422936032771757,False,False
MLP-Giant,4,58,69.7,69.45,577160467,0.00010063216426693597,0.0,0.00024011375410747758,False,False
MLP-Giant,4,59,78.72,78.75,1563524732,0.000967931695728216,0.24538967717208934,1.73687408681813e-05,False,False
MLP-Giant,4,60,79.79,79.51,1742936402,0.0008233577307094032,0.0,0.000665741618160297,False,False
MLP-Giant,4,61,79.91,80.01,1269250305,0.001237927204284015,0.17423439713506622,4.098579983480378e-06,False,False
MLP-Giant,4,62,72.71,72.54,938008291,0.01573644241715111,0.1903609855414444,0.005762908831947386,False,False
MLP-Giant,4,63,71.69,71.62,1887530313,0.00029670860151175584,0.12833324973365137,1.727644182421202e-05,False,False
MLP-Giant,4,64,82.35,82.3,789583210,0.006161313518032836,0.39506244476549224,0.00046055162495561315,False,False
MLP-Giant,4,65,63.45,63.17,435440347,0.00012403303424250302,0.11048524590655827,0.0057468006636956625,False,False
MLP-Giant,4,66,77.32,77.32,634905075,0.0004371854120052228,0.0,0.000988918909515052,False,False
MLP-Giant,4,67,80.7,80.99,98329447,0.02827322846498664,0.1247732425050578,5.39588366932504e-05,False,False
MLP-Giant,4,68,82.12,82.01,969092498,0.028158972669165425,0.39350445811518053,3.4791970881855007e-05,False,False
MLP-Giant,4,69,78.82,78.92,875256339,0.03185084020480849,0.0,5.48420963856643e-05,False,False
MLP-Giant,4,70,64.79,64.54,1448264733,0.0001253380656545686,0.136729266026125,0.0007580884661769738,False,False
MLP-Giant,4,71,76.75,76.5,2055531750,0.0005748185419166333,0.0,2.6037433981958825e-06,False,False
MLP-Giant,4,72,80.83,81.08,524602313,0.01206933085304617,0.15068367728389284,0.0007914008541319555,False,False
MLP-Giant,4,73,81.02,81.26,1471136833,0.009838299265219369,0.0,0.00010921366955827728,False,False
MLP-Giant,4,74,77.25,77.29,1735371253,0.048189493904445546,0.1559297729767293,0.0035388162631028917,False,False
MLP-Giant,4,75,81.49,82.26,1199350835,0.0019882231643982796,0.0,6.336573606481241e-06,False,False
MLP-Giant,4,76,73.4,73.32,1502789595,0.07177554723407342,0.3062747512236589,0.001481166034535904,False,False
MLP-Giant,4,77,72.8,74.01,1363452556,0.052009376642130435,0.0,2.8215435480685007e-05,False,False
MLP-Giant,4,78,69.44,68.82,1261310843,0.01609322120882533,0.17671597110800605,0.007920414425615053,False,False
MLP-Giant,4,79,65.35,64.77,1403876013,0.00013076416936763554,0.2558884805458915,0.00022037641581327345,False,False
MLP-Giant,4,80,75.54,75.77,2028372126,0.00043745509476386153,0.0,2.480329278774596e-06,False,False
MLP-Giant,4,81,81.33,81.94,194924215,0.005713094502769188,0.0,6.227366080112101e-06,False,False
MLP-Giant,4,82,81.34,81.25,1973017564,0.01482101735479966,0.2572692465020034,1.070737568727621e-05,False,False
MLP-Giant,4,83,63.49,63.01,854560406,0.024810083208357342,0.33435879723643946,0.00869950264259204,False,False
MLP-Giant,4,84,79.57,80.11,478067066,0.012846274594664508,0.10641187486310455,8.159393510604277e-06,False,False
MLP-Giant,4,85,78.55,78.54,869862555,0.001216516331596462,0.31428137041618803,0.00043941851920543213,False,False
MLP-Giant,4,86,64.3,64.2,885109470,0.00011127599042952135,0.1579282630488027,3.383575227652575e-06,False,False
MLP-Giant,4,87,76.17,75.91,1225729105,0.00033839116344773387,0.0,0.00046631242551757596,False,False
MLP-Giant,4,88,77.9,78.23,951392129,0.01078208419968281,0.38982932244478496,0.002140379324681466,False,False
MLP-Giant,4,89,82.18,83.72,1402005872,0.003205035005232307,0.14919576576344626,1.6292512919105283e-06,False,True
MLP-Giant,4,90,78.16,78.2,203247256,0.0010740926396364105,0.14046840666033816,0.002548992668968497,False,False
MLP-Giant,4,91,79.31,79.58,808747177,0.0035870984331428687,0.0,0.0034660527119673742,False,False
MLP-Giant,4,92,80.08,80.04,1561886834,0.014991668135894925,0.0,7.204927421192652e-06,False,False
MLP-Giant,4,93,75.48,75.76,1152873340,0.0005765116543094614,0.10732691353949898,0.0009243188289694943,False,False
MLP-Giant,4,94,80.66,80.7,2038992400,0.05487555139283969,0.20037734906746754,0.0013580741970825954,False,False
MLP-Giant,4,95,78.43,79.32,1183983455,0.07192213485939819,0.48220162132651323,1.5051305967333946e-05,False,False
MLP-Giant,4,96,80.91,81.38,241795362,0.001744270276501211,0.11286291236631524,1.767659114226817e-05,False,False
MLP-Giant,4,97,73.83,74.57,1760431423,0.023369899022335317,0.0,0.0007438368204064623,False,False
MLP-Giant,4,98,80.77,80.6,1988179647,0.0209984539885827,0.48383566397171185,4.196005407141161e-06,False,False
MLP-Giant,4,99,81.21,81.43,1795477237,0.006157412262486456,0.0,0.00012704843352256644,False,False
MLP-Giant,5,0,81.4,82.21,904483635,0.002103907659537741,0.0,0.001369721170334468,False,False
MLP-Giant,5,1,75.32,76.53,1648754737,0.0006737736969816359,0.3730592784528168,0.0029541564430546853,False,False
MLP-Giant,5,2,82.67,82.36,1327501629,0.03562777265162995,0.2565407466772915,0.00013627473024944281,False,False
MLP-Giant,5,3,82.24,82.33,947719648,0.002373827014873222,0.14112843081393953,9.032253820763003e-05,False,False
MLP-Giant,5,4,79.97,80.37,1649062527,0.0013001910685975866,0.0,4.930707627643083e-06,False,False
MLP-Giant,5,5,77.93,77.79,887687011,0.011049076995082995,0.0,3.2662828743377238e-06,False,False
MLP-Giant,5,6,79.83,79.95,1121585303,0.02455697316840632,0.11587322063311313,0.0009643425936609279,False,False
MLP-Giant,5,7,79.98,80.33,1338104944,0.0163252939401774,0.46785774222383136,4.801232279291429e-06,False,False
MLP-Giant,5,8,74.68,75.0,221100360,0.0004620053119961545,0.39054021201806943,1.865990966359741e-06,False,False
MLP-Giant,5,9,80.62,81.02,1716986099,0.0015577845469755497,0.14495271387116315,1.2370101154130963e-05,False,False
MLP-Giant,5,10,83.39,82.94,886674961,0.0032174282579453778,0.10005323795273524,3.1267892691845196e-06,False,False
MLP-Giant,5,11,79.94,79.67,1409527020,0.021331461129941793,0.25045912017606325,2.621881470205117e-06,False,False
MLP-Giant,5,12,80.86,80.6,1285523235,0.0014952201017048201,0.30811429634148213,1.2629103633103313e-06,False,False
MLP-Giant,5,13,83.35,83.26,1365652238,0.006194609660528107,0.10918435444741875,8.798214147638893e-05,False,False
MLP-Giant,5,14,72.37,72.02,1383901001,0.0002502340716488362,0.418099279133875,7.132548083799766e-05,False,False
MLP-Giant,5,15,80.26,80.83,1612716893,0.0020135205320908622,0.24705838153119425,0.00032638579045618613,False,False
MLP-Giant,5,16,71.68,72.35,523972797,0.00026034526991640145,0.2581738746303538,1.4133851676052386e-05,False,False
MLP-Giant,5,17,82.28,82.69,949914431,0.004379885006398595,0.0,1.4807501082924702e-06,False,False
MLP-Giant,5,18,60.63,60.07,1176878624,0.0786467016575838,0.0,3.473261574415541e-06,False,False
MLP-Giant,5,19,83.03,83.02,1081120724,0.004305839754548167,0.376002310583212,8.76211644306961e-06,False,False
MLP-Giant,5,20,79.42,80.16,1531367630,0.07759971359690171,0.20942477458233286,0.001578873704729718,False,False
MLP-Giant,5,21,75.21,75.69,778520200,0.0005123830671511664,0.17309560588525702,1.5782420332672798e-05,False,False
MLP-Giant,5,22,56.49,56.29,1120964179,0.043902450779503416,0.0,0.0023219735693917744,False,False
MLP-Giant,5,23,61.74,62.0,1076035249,0.026335608876219538,0.0,0.002357510608290354,False,False
MLP-Giant,5,24,65.58,65.67,1206386096,0.05333851432056968,0.35507721206134046,0.0037663266544940704,False,False
MLP-Giant,5,25,75.85,75.69,342763045,0.023684261900812253,0.10707211567327264,0.004746527136138871,False,False
MLP-Giant,5,26,73.4,73.98,1653989602,0.00038987563441398996,0.44898779290325563,0.00011506642794642157,False,False
MLP-Giant,5,27,65.18,64.93,709931680,0.00014348941823871293,0.2369833113986149,0.0028925373094222245,False,False
MLP-Giant,5,28,78.41,79.04,1303228433,0.0016702606259558093,0.33670151831354683,0.0025381556866898853,False,False
MLP-Giant,5,29,82.65,82.78,833190037,0.002284480214388205,0.0,4.034107218956599e-05,False,False
MLP-Giant,5,30,81.53,82.02,1505822032,0.009694489269178843,0.1827677930633448,0.0003988222482759081,False,False
MLP-Giant,5,31,78.59,79.01,275516016,0.07982999459840233,0.20012375404419425,4.135977320745316e-06,False,False
MLP-Giant,5,32,82.89,82.78,942743400,0.019753576521025763,0.1362875435900518,0.00011578105770575594,False,False
MLP-Giant,5,33,67.17,66.96,676646577,0.0001672249631487502,0.29548129861349226,0.0002446416195751147,False,False
MLP-Giant,5,34,80.61,80.97,640634582,0.010297798751076597,0.351365507664855,1.8026624973863846e-06,False,False
MLP-Giant,5,35,56.18,55.76,792169151,0.09567128070989679,0.0,0.0016424770721427562,False,False
MLP-Giant,5,36,56.8,56.59,1738306422,0.04801906668534796,0.0,0.0018650558932425082,False,False
MLP-Giant,5,37,83.32,82.97,569763480,0.016552945802199046,0.15931712163733314,0.00029666158459202115,False,False
MLP-Giant,5,38,76.49,76.38,369496218,0.0004788968772798085,0.0,0.0008369382601358243,False,False
MLP-Giant,5,39,71.06,71.46,1618236774,0.020845539532297824,0.0,0.001120841817704354,False,False
MLP-Giant,5,40,72.14,71.72,1237157886,0.037167108585163366,0.25290204866635974,0.0038212832009391286,False,False
MLP-Giant,5,41,68.91,68.48,49912454,0.00010322198244426409,0.0,0.0008025482308651426,False,False
MLP-Giant,5,42,75.95,76.04,1445319855,0.002340168379758957,0.0,0.0056185185655742076,False,False
MLP-Giant,5,43,80.19,79.79,35055573,0.023742723458072688,0.14397652610185954,0.0009225237986417855,False,False
MLP-Giant,5,44,81.41,82.09,1314168577,0.006758583564283555,0.28478297582784384,4.5373755584181974e-05,False,False
MLP-Giant,5,45,79.45,79.56,468328765,0.001210972376559865,0.0,3.124599219977651e-06,False,False
MLP-Giant,5,46,81.38,81.09,27557219,0.007900585607171526,0.314900661630172,0.0003998091592731368,False,False
MLP-Giant,5,47,67.37,67.38,1480484795,0.00016035770732357362,0.2912738909847948,0.00012351392690250888,False,False
MLP-Giant,5,48,82.01,82.0,222858025,0.007987900082504728,0.327554159886522,9.692997255182545e-06,False,False
MLP-Giant,5,49,79.72,80.26,367997701,0.0034698731886642193,0.0,1.3473909071368898e-06,False,False
MLP-Giant,5,50,83.3,82.91,1142185493,0.0034600177872557347,0.12792771097550812,0.00017834972710521104,False,False
MLP-Giant,5,51,75.68,76.7,1352979392,0.0005656562958429196,0.0,3.779983724796446e-05,False,False
MLP-Giant,5,52,81.4,81.47,134013473,0.012262961998428084,0.10978482126695167,0.0006445048924627198,False,False
MLP-Giant,5,53,76.07,75.87,1543845523,0.026028772872807984,0.0,4.547060289741299e-05,False,False
MLP-Giant,5,54,63.51,63.71,1563071195,0.00010536672128260658,0.11765562319506447,1.1904388192976309e-05,False,False
MLP-Giant,5,55,72.07,72.79,1975436215,0.0007673797011076431,0.23410978646191524,0.006540894262348585,False,False
MLP-Giant,5,56,72.05,72.51,418042190,0.009147050482711309,0.23908513654504784,0.006985575324466648,False,False
MLP-Giant,5,57,80.3,81.29,808254761,0.001632369918768649,0.0,1.940548371134739e-06,False,False
MLP-Giant,5,58,74.23,74.88,1802803986,0.0003935314512217594,0.10477159001634735,0.0003383334156142906,False,False
MLP-Giant,5,59,73.62,73.91,459365707,0.015155171694654222,0.13264255286652377,0.006023537067650934,False,False
MLP-Giant,5,60,79.23,79.15,934674208,0.03168611281029866,0.42742756332030984,0.000944960973049457,False,False
MLP-Giant,5,61,70.43,70.25,225121336,0.00022634699479312607,0.20616614588529317,0.0008433722968295633,False,False
MLP-Giant,5,62,81.49,81.67,462662289,0.025169588584986902,0.3537397060843045,1.8802260630290154e-05,False,False
MLP-Giant,5,63,72.49,72.78,436109025,0.00032215531886876193,0.37380075490652204,0.001792261686717088,False,False
MLP-Giant,5,64,77.03,77.21,1646565047,0.006062212619945036,0.0,0.002719925252034698,False,False
MLP-Giant,5,65,82.97,83.36,1068223291,0.004996573313882604,0.0,0.00033969965721159607,False,True
MLP-Giant,5,66,72.87,73.38,1866320593,0.00037799642651514044,0.10970708135452462,0.0018613194939611985,False,False
MLP-Giant,5,67,82.14,81.73,252522310,0.006377977226588714,0.2299257430122707,5.993551156454661e-06,False,False
MLP-Giant,5,68,83.75,83.08,28981684,0.06862127329436922,0.31184658462121445,4.989447228497741e-05,True,False
MLP-Giant,5,69,74.51,74.57,308169,0.0012605223284488213,0.0,0.0012221812753553754,False,False
MLP-Giant,5,70,78.5,78.77,1314697398,0.08121178762948666,0.15161318986766456,1.9124027833452616e-05,False,False
MLP-Giant,5,71,76.22,76.05,791916630,0.051330502291001896,0.0,1.6214040334522103e-06,False,False
MLP-Giant,5,72,69.37,70.11,2023637258,0.00010185544594655749,0.0,0.0010033766678500067,False,False
MLP-Giant,5,73,81.24,81.23,122362349,0.06329643836605155,0.22431918980836388,0.0008038495647141911,False,False
MLP-Giant,5,74,71.63,72.08,1359686662,0.00027673925869749324,0.20764922424249443,0.0005806890735470565,False,False
MLP-Giant,5,75,73.45,74.44,1482479429,0.0004104673034924796,0.48458423913779153,0.0010257046917637683,False,False
MLP-Giant,5,76,81.31,81.84,807210378,0.06060735442852616,0.21895265519305296,0.0003210663765534529,False,False
MLP-Giant,5,77,72.09,70.81,1987269667,0.00012508110375206865,0.0,0.00010015747277688928,False,False
MLP-Giant,5,78,80.63,80.94,695273796,0.017347854225882215,0.17745880672729542,0.00021918407648388282,False,False
MLP-Giant,5,79,81.76,81.67,560533380,0.02243067110568955,0.32348918875437627,2.3065654413379335e-06,False,False
MLP-Giant,5,80,82.83,82.45,932113302,0.005248388335762814,0.10169226739800687,0.0009594231711542514,False,False
MLP-Giant,5,81,83.25,82.99,2127878579,0.023684235628234455,0.3056222183456334,3.607637797343207e-05,False,False
MLP-Giant,5,82,73.58,74.8,1560817683,0.0003724092497116594,0.173809250917704,0.0008417540971963157,False,False
MLP-Giant,5,83,65.79,65.88,595253098,0.000158334104102019,0.16304824650726668,4.5633136585087954e-05,False,False
MLP-Giant,5,84,73.69,73.97,445668710,0.000403080003165265,0.24443391470116874,1.6637912337630366e-06,False,False
MLP-Giant,5,85,77.06,77.74,727169999,0.0007379948296768918,0.0,9.529041681794196e-06,False,False
MLP-Giant,5,86,77.81,78.06,950147019,0.0008416351028383948,0.0,0.000904191361106189,False,False
MLP-Giant,5,87,67.28,66.62,28658439,0.0001624367911195807,0.20653486188708156,0.0003485363735087661,False,False
MLP-Giant,5,88,78.6,78.56,505194744,0.012722076675068607,0.4934503858198581,2.8935650121078547e-06,False,False
MLP-Giant,5,89,68.14,67.52,1227525813,0.00014577506859022641,0.3529488028785281,2.5277004776168134e-05,False,False
MLP-Giant,5,90,81.64,81.24,913301213,0.018319361441695017,0.10906287348646287,2.7790526407132853e-05,False,False
MLP-Giant,5,91,79.1,79.42,404326193,0.012631265773085001,0.0,0.0006156955696754306,False,False
MLP-Giant,5,92,71.33,71.41,1627426240,0.00018987706275322175,0.4653773925977084,0.00015484616645436306,False,False
MLP-Giant,5,93,82.45,82.71,1267878211,0.0038023517973098473,0.15123421955289965,0.0001437344999645505,False,False
MLP-Giant,5,94,80.44,80.17,1366791956,0.010313755998491025,0.23592143550481207,9.687393979702092e-06,False,False
MLP-Giant,5,95,83.17,83.19,335403514,0.021267185677859953,0.49221152337360685,0.0003688580675463209,False,False
MLP-Giant,5,96,72.42,73.03,1084231814,0.00018046473000845635,0.0,4.967293743319804e-06,False,False
MLP-Giant,5,97,72.59,72.98,1458914706,0.004125373801038498,0.2483497711016344,0.008181817210943888,False,False
MLP-Giant,5,98,82.05,82.33,126888250,0.005938603019074677,0.46764783920016456,0.0006827383312457704,False,False
MLP-Giant,5,99,82.34,82.87,197930369,0.002720281380123593,0.24610183827091706,3.7036429400067423e-06,False,False
MLP-Giant,6,0,70.01,70.58,1639320038,0.0001198307307172017,0.0,0.0008260663715988343,False,False
MLP-Giant,6,1,83.49,83.55,703494105,0.0029137189772268286,0.0,4.1613070126867945e-05,True,True
MLP-Giant,6,2,79.57,80.02,1632205976,0.010912188630275743,0.12557714094556457,4.178281403205342e-06,False,False
MLP-Giant,6,3,62.45,63.3,2766925,0.00010195797422606603,0.11188451998744493,8.489126538713986e-05,False,False
MLP-Giant,6,4,72.54,72.55,1281240674,0.00026616806897971105,0.32797267015912496,0.0007554277242388728,False,False
MLP-Giant,6,5,70.39,70.76,2002213007,0.0001053172844539989,0.0,0.0002910481225028608,False,False
MLP-Giant,6,6,82.08,81.96,2045792071,0.0063825403774627745,0.20937146152363548,2.3990115713512227e-05,False,False
MLP-Giant,6,7,70.68,70.0,1276029820,0.0002133201257800362,0.14197427989337322,3.3473933255815824e-05,False,False
MLP-Giant,6,8,83.05,83.38,1586073533,0.005933603861531446,0.1595374021746045,5.1597206387020024e-05,False,False
MLP-Giant,6,9,82.01,82.19,1352378410,0.03175629402132933,0.3915582381293864,2.169008711213155e-05,False,False
MLP-Giant,6,10,74.12,74.42,1750293326,0.0003669405671664274,0.0,0.0022529345877743993,False,False
MLP-Giant,6,11,70.33,70.32,702728946,0.0002230347218833902,0.1256612124951048,4.324244707294376e-06,False,False
MLP-Giant,6,12,81.58,81.47,1555263161,0.005977251554840509,0.10876253906288745,5.775575586524758e-06,False,False
MLP-Giant,6,13,82.75,82.44,1621114835,0.002492086446637334,0.0,6.469237137448345e-06,False,False
MLP-Giant,6,14,81.83,82.5,1652807606,0.004131320921412035,0.3181801454967894,0.00011223078376601552,False,False
MLP-Giant,6,15,78.1,77.84,2048395720,0.030909523322278053,0.0,8.329436716076324e-06,False,False
MLP-Giant,6,16,77.97,78.48,302363678,0.017329391097426275,0.0,1.9109961125217866e-06,False,False
MLP-Giant,6,17,67.08,67.48,1465844772,0.00016158603373629378,0.22505166834820958,1.991637608781222e-06,False,False
MLP-Giant,6,18,79.43,79.71,1678843247,0.039046444245527,0.2148708700700649,2.0625466851395707e-06,False,False
MLP-Giant,6,19,75.38,75.95,940501071,0.036589481192560634,0.2002716751419012,0.003473482160341034,False,False
MLP-Giant,6,20,79.89,80.33,1700388949,0.0014891257657486975,0.3153632255616296,2.7256586790067567e-05,False,False
MLP-Giant,6,21,72.35,72.8,1377602240,0.00027239351171467146,0.37997250675450933,1.8377464764353692e-06,False,False
MLP-Giant,6,22,78.51,78.26,200132924,0.004687922838297635,0.29705387694688046,0.0037747628511275427,False,False
MLP-Giant,6,23,79.58,79.76,2091723094,0.008341556929383773,0.0,0.0008835380034481654,False,False
MLP-Giant,6,24,81.51,81.87,1330752681,0.0024107755240176396,0.11472134337792145,1.3259805356140435e-06,False,False
MLP-Giant,6,25,83.31,83.45,673438961,0.004429749295670306,0.0,1.7537561808865117e-05,False,False
MLP-Giant,6,26,52.49,51.78,2067554285,0.05857524600978053,0.0,0.0017684352665377954,False,False
MLP-Giant,6,27,58.27,58.39,1662527548,0.06744116840445936,0.0,0.00011134206853709953,False,False
MLP-Giant,6,28,73.14,72.7,2024478834,0.042801533511771475,0.0,0.00011436697334242665,False,False
MLP-Giant,6,29,73.84,74.11,327084365,0.00033416242724116767,0.2827416137165772,0.00020783245281924372,False,False
MLP-Giant,6,30,79.74,80.21,592046490,0.014843223421647818,0.4247208735659357,2.386734392015104e-05,False,False
MLP-Giant,6,31,66.88,66.58,321096359,0.00019745323225116494,0.12352460850358456,0.0021226305802335343,False,False
MLP-Giant,6,32,80.74,80.95,220554849,0.02061689509803987,0.41658504161561744,0.0008347870751774807,False,False
MLP-Giant,6,33,81.48,81.42,1203226166,0.007429933492625075,0.280380474422983,0.00020652349484128683,False,False
MLP-Giant,6,34,70.35,70.38,1255296426,0.0002227882554359877,0.23187181745289573,0.0010075561648710957,False,False
MLP-Giant,6,35,81.99,82.56,323186218,0.031940993615037605,0.4378900313004357,0.00015360014561979074,False,False
MLP-Giant,6,36,77.98,79.0,1454858582,0.001299611087095493,0.19774945915108888,0.0025362256268714545,False,False
MLP-Giant,6,37,78.9,79.05,1492322379,0.011220874918598004,0.26091648733435324,2.4762141055471222e-06,False,False
MLP-Giant,6,38,80.97,81.51,346116461,0.03742160439493312,0.32877312798456854,0.000100514667313063,False,False
MLP-Giant,6,39,64.94,65.05,252213553,0.00015289938331663507,0.11700300554286547,7.255310906465579e-05,False,False
MLP-Giant,6,40,73.65,73.77,1349091618,0.0002278060162339998,0.0,3.767295567223832e-06,False,False
MLP-Giant,6,41,77.59,77.69,552873217,0.009587292266342598,0.0,0.00010450344045857608,False,False
MLP-Giant,6,42,69.89,70.58,701007855,0.0004868314453110468,0.0,0.009608934809318521,False,False
MLP-Giant,6,43,79.04,79.46,1007453013,0.0013098349689625718,0.21259960851572887,0.0001580244817307596,False,False
MLP-Giant,6,44,73.87,74.0,559310602,0.00036410475298044224,0.17695912016767515,3.076770413891821e-05,False,False
MLP-Giant,6,45,55.66,54.98,1140796816,0.06716774215937563,0.0,0.00016130027353678702,False,False
MLP-Giant,6,46,82.9,82.51,417419236,0.03686856878552522,0.1838440493299547,0.00013285262346228024,False,False
MLP-Giant,6,47,64.01,63.51,847350934,0.00011153113487079312,0.1959868200183912,0.000373229832972228,False,False
MLP-Giant,6,48,77.95,78.3,613273519,0.0010551624100926412,0.15917052745919585,8.621909848447906e-05,False,False
MLP-Giant,6,49,71.48,72.15,1214697876,0.007403478487496395,0.40791410913260595,0.0076675446208835235,False,False
MLP-Giant,6,50,74.25,74.34,863387450,0.03967766281524989,0.17877220435758198,0.003979184324593181,False,False
MLP-Giant,6,51,77.11,77.12,1275258967,0.00081728783119104,0.2051031492007568,2.6752070488050605e-05,False,False
MLP-Giant,6,52,63.98,64.83,163184798,0.00016493580200817602,0.2678571237193062,0.005164396653800005,False,False
MLP-Giant,6,53,69.75,69.83,1588664052,0.00019369323761136528,0.15746511157149104,1.7501976327769904e-06,False,False
MLP-Giant,6,54,64.37,63.99,1126204056,0.00011762777144103645,0.21774009736126046,2.738880379185382e-05,False,False
MLP-Giant,6,55,81.51,81.39,1736807442,0.03770174014464503,0.17952520097787256,0.0004795022912856657,False,False
MLP-Giant,6,56,80.49,80.74,903135938,0.0742788415345479,0.15406859978929535,0.00011172809419987507,False,False
MLP-Giant,6,57,80.64,80.09,1328117637,0.027604420724895478,0.0,1.4410472130383311e-05,False,False
MLP-Giant,6,58,64.44,64.35,90902847,0.00010351532590797835,0.3522676226687883,7.67383633433695e-06,False,False
MLP-Giant,6,59,75.86,76.08,425403803,0.0005998232852637161,0.2942817812572114,7.306576553771162e-05,False,False
MLP-Giant,6,60,80.24,80.11,1270876827,0.015444196245704339,0.16146749115470846,5.788078755454621e-05,False,False
MLP-Giant,6,61,75.81,76.42,1044822508,0.016929759736654466,0.0,5.156047002178609e-06,False,False
MLP-Giant,6,62,73.32,73.55,527227351,0.0006454361523317451,0.2573873697285613,0.0053505553156907365,False,False
MLP-Giant,6,63,81.61,81.66,2131754909,0.0021417512979817945,0.17392104200420533,1.5053273261614083e-05,False,False
MLP-Giant,6,64,77.64,78.58,658532047,0.0010571396539680077,0.12289279165962999,1.1767650175497898e-06,False,False
MLP-Giant,6,65,78.52,78.61,485266837,0.013531584935854315,0.1107783865053204,1.498608009391462e-06,False,False
MLP-Giant,6,66,81.02,81.45,1247647560,0.004218218553440083,0.0,0.0011740789891874085,False,False
MLP-Giant,6,67,80.15,80.74,889337240,0.021436387637708228,0.4253380929888978,3.0975491743966823e-06,False,False
MLP-Giant,6,68,82.47,82.39,1791975703,0.025412871615688865,0.42038279910749315,0.00012344051518970489,False,False
MLP-Giant,6,69,79.69,80.31,218342988,0.0014569155263505636,0.1712803141929445,4.0085959395613816e-05,False,False
MLP-Giant,6,70,83.02,83.24,1948230198,0.0034066159776058543,0.0,0.0002983389524330596,False,False
MLP-Giant,6,71,81.33,81.59,187304066,0.014635007650335787,0.0,7.697641003303143e-05,False,False
MLP-Giant,6,72,82.98,83.51,345913988,0.09286417260972558,0.14687726808255921,0.00037190089417419507,False,False
MLP-Giant,6,73,71.53,72.39,426913468,0.0002627487818306619,0.20706894191522596,5.2770280737527685e-06,False,False
MLP-Giant,6,74,77.39,76.88,1325715057,0.0007826211890116708,0.2566226731126397,0.0001983563624662973,False,False
MLP-Giant,6,75,76.2,75.92,2081792969,0.006350073547539163,0.0,0.00024095980190637188,False,False
MLP-Giant,6,76,77.88,78.75,1521868274,0.0013248057315269444,0.15954608022761396,0.003335243465163633,False,False
MLP-Giant,6,77,81.19,81.76,1577466339,0.010773008088269153,0.26890963452374006,0.00044714303528795057,False,False
MLP-Giant,6,78,78.59,78.73,918418932,0.0037852458085204737,0.2076862615548644,0.004276517196885915,False,False
MLP-Giant,6,79,80.35,81.06,1382131022,0.00975046126192664,0.16814266963600905,0.0001454429367210893,False,False
MLP-Giant,6,80,52.54,52.08,104849336,0.07893671701489405,0.0,0.0002547490204654793,False,False
MLP-Giant,6,81,82.49,82.82,347474568,0.028630413162118798,0.2740850340438791,0.0002260175721906698,False,False
MLP-Giant,6,82,81.41,81.62,1940282383,0.002453248474108409,0.10666790326165777,5.943106953254e-06,False,False
