architecture,run,trial,val_acc,test_acc,train_seed,lr,lr_decay,weight_decay
MLP-Tiny,3,9,47.51677852348993,49.79865771812081,309776650,0.0004099647265416,0.0,0.0023194364552921
MLP-Tiny,4,0,55.10489510489511,53.49162011173184,1427097723,0.0114236567218501,5.561289971265476e-05,2.0350319308537226e-05
MLP-Tiny,4,1,52.44755244755245,51.53631284916201,120051346,0.0176582786872497,0.0020149015989791,2.4451497288256208e-05
MLP-Tiny,4,2,30.06993006993007,31.70391061452514,1269125530,0.0003632425317711,0.0013030165748655,0.0010535443054613
MLP-Tiny,4,3,41.67832167832168,43.85474860335196,1063419126,0.0002693388533476,7.481128621348007e-05,0.0051127054682935
MLP-Tiny,4,4,43.21678321678322,43.15642458100559,1193273456,0.0003140559968682,1.7318107136886754e-05,0.000967375634952
MLP-Tiny,4,5,50.48951048951049,50.83798882681564,1075799674,0.0104310046785747,0.0004190463600712,3.498283699159218e-05
MLP-Tiny,4,6,51.46853146853147,50.41899441340782,1696408479,0.0050185605307224,0.0011991143108032,1.6882958838316894e-06
MLP-Tiny,4,7,50.90909090909091,51.675977653631286,1453136283,0.0499422116484841,0.0,0.0069703005074965
MLP-Tiny,4,8,23.496503496503497,24.16201117318436,558578755,0.0002144530299599,0.0022977490464793,0.001683826333776
MLP-Tiny,4,9,53.56643356643357,55.3072625698324,786362291,0.0304908136794796,0.0,0.0002437403704929
MLP-Tiny,5,0,52.87671232876713,51.16279069767442,904483635,0.0021039076595377,0.0,0.0013697211703344
MLP-Tiny,5,1,30.273972602739725,28.043775649794803,1648754737,0.0006737736969816,0.0028450341365299,0.0029541564430546
MLP-Tiny,5,2,53.28767123287671,49.65800273597812,1327501629,0.0356277726516299,0.0005703102993548,0.0001362747302494
MLP-Tiny,5,3,51.917808219178085,52.25718194254446,947719648,0.0023738270148732,4.386821145669406e-05,9.032253820763004e-05
MLP-Tiny,5,4,47.80821917808219,46.37482900136799,1649062527,0.0013001910685975,0.0,4.930707627643083e-06
MLP-Tiny,5,5,53.56164383561644,50.341997264021884,887687011,0.0110490769950829,0.0,3.266282874337724e-06
MLP-Tiny,5,6,52.19178082191781,50.88919288645691,1121585303,0.0245569731684063,1.8819898198965865e-05,0.0009643425936609
MLP-Tiny,5,7,40.95890410958904,44.18604651162791,1338104944,0.0163252939401774,0.007518797761927,4.801232279291429e-06
MLP-Tiny,5,8,27.12328767123288,23.66621067031464,221100360,0.0004620053119961,0.0034629561258045,1.865990966359741e-06
