architecture,run,trial,val_acc,test_acc,train_seed,lr,weight_decay,momentum,max_steps
shake_shake_32d,6,19,91.532294387893,91.30787245541345,1287236266,0.3744497569030957,0.0002756007324719,0.9183892702113676,89657
shake_shake_32d,6,20,80.27204756328258,80.10268420104485,381819902,0.2055906952900783,0.0014045946974975,0.9113562680766653,85916
shake_shake_32d,6,21,94.50499954959012,94.32534678436318,643291514,0.0153515879869829,0.0008334817390795,0.8070439445826126,86873
shake_shake_32d,6,22,9.674804071705251,9.980183750675554,1076122157,0.4535382592528956,1.1013559744795664e-05,0.9827314378566409,138520
shake_shake_32d,6,23,93.48707323664534,93.22644568546208,291901946,0.0978617766260565,1.5173343908243262e-05,0.8681925509571232,81176
shake_shake_32d,6,24,89.25322043059184,88.263375968294,324761967,0.3651821390567509,0.0010125385245498,0.8279482805816721,103224
shake_shake_32d,6,25,94.27078641563824,93.57773374166815,1794921645,0.0060672870928917,0.002557783227525,0.9765304404742738,127602
shake_shake_32d,6,26,94.99144221241328,94.65862006845612,602297812,0.0852849255873375,0.0001367612815194,0.8937749520509862,90819
shake_shake_32d,6,27,84.03747410143231,83.75067555395424,1982388183,0.1580470731358842,0.0012734077751525,0.918744829537717,124165
shake_shake_32d,6,28,93.97351589946852,93.47865249504594,1887543234,0.0421188842145291,4.4400222586351343e-05,0.9123489733348966,87867
shake_shake_32d,6,29,68.66948923520404,68.60925959286615,29577311,0.0668433337915487,0.0044150325412783,0.9393103574547504,102539
shake_shake_32d,7,0,27.28422955264347,27.88974243108902,1224643341,0.1709732009741708,0.0081828298657409,0.9280184432649208,105222
shake_shake_32d,7,1,92.43560777225484,92.27293267058292,1375368973,0.0200663075932778,1.286835727401102e-05,0.8512201414514711,90063
shake_shake_32d,7,2,94.51423407139627,94.25214640759152,1502044059,0.008870050878744,9.425277660900613e-05,0.9755282528713782,105994
shake_shake_32d,7,3,95.49932218707636,95.1558969724356,147033698,0.419502927996974,7.925561677845304e-05,0.8099423819526569,94331
shake_shake_32d,7,4,91.56800723000453,90.82693176683236,1976560671,0.0093138288663637,3.933235785965402e-05,0.8262135117444951,92074
